study,binge_location,binge_date,subject_id,treatment,sex,early_death,weight_day1,weight_day2,weight_day3,weight_day4,mean_intox,dose_day1,dose_day2,dose_day3,dose_day4,mean_withdrawal,peak_withdrawal,mean_bec,beh_1_1,beh_1_2,beh_1_3,beh_2_1,beh_2_2,beh_2_3,beh_3_1,beh_3_2,beh_3_3,beh_4_1,beh_4_2,beh_4_3,with_10,with_11,with_12,with_13,with_14,with_15,with_16,with_17,with_18,with_19,with_20,with_21,with_22,with_23,with_24,with_25,with_26,
gub3,kentucky ,6/1/2013,50,control,male,no,302,293.9,283.5,270.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,51,control,male,no,329,318.7,307.1,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,52,control,male,no,320,304.8,294.6,286.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,53,control,male,no,318.5,308.1,292.7,282.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,54,control,male,no,323.4,310.5,298.9,286.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,55,control,male,no,317,301.5,288.9,277.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,56,control,male,no,333,314.4,300.9,288.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,57,control,male,no,329,316.3,302.1,288.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,58,control,male,no,316,305.8,296.2,286.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,59,control,male,no,282.8,270.7,256.4,251.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,60,control,male,no,308.1,300.3,286.3,273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,61,control,male,no,323,309.7,299.3,289.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,62,control,male,no,305,293.9,284.1,272.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,63,control,male,no,316,303.8,290.9,281.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,64,control,male,no,312,295.1,285.5,274.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,65,control,male,no,320.8,306.5,299.5,287.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gub3,kentucky ,6/1/2013,66,control,male,no,316.9,302.1,290.2,281.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
